Feature_ID,row m/z,row retention time,row identity (all IDs),Metabolite,Mapping Type,FormulaMapped,KEGG,HMDB,PubChem,row number of detected peaks,Number of non-zero peaks,Percent pre-gap peaks,Percent non-zero peaks,Heavy-labeled flag,Identified flag,Non-heavy identified flag
neg_01501,356.028820,2.379837,,,,,,,,20,20,100,100,0,0,0
neg_01503,219.098249,3.151857,,,,,,,,20,20,100,100,0,0,0
neg_01506,260.905212,14.576426,,,,,,,,20,20,100,100,0,0,0
neg_01509,123.980436,14.567606,,,,,,,,20,20,100,100,0,0,0
neg_01510,252.073302,1.079815,,,,,,,,6,20,30,100,0,0,0
neg_01511,161.977271,5.351027,,,,,,,,7,20,35,100,0,0,0
neg_01512,614.147120,6.354391,,,,,,,,9,20,45,100,0,0,0
neg_01513,127.998664,4.923966,,,,,,,,11,20,55,100,0,0,0
neg_01514,105.019127,4.253007,,,,,,,,14,20,70,100,0,0,0
neg_01515,137.986402,4.942974,,,,,,,,20,20,100,100,0,0,0
neg_01516,261.072370,4.872226,,,,,,,,20,20,100,100,0,0,0
neg_01518,100.933434,4.957176,,,,,,,,9,20,45,100,0,0,0
neg_01519,172.024982,5.278772,,,,,,,,20,20,100,100,0,0,0
neg_01523,89.269695,2.574553,,,,,,,,18,20,90,100,0,0,0
neg_01525,334.911873,4.307117,,,,,,,,7,18,35,90,0,0,0
neg_01526,236.093796,1.335559,,,,,,,,17,20,85,100,0,0,0
neg_01527,304.070098,4.952528,,,,,,,,14,20,70,100,0,0,0
neg_01528,314.879541,5.589169,,,,,,,,3,20,15,100,0,0,0
neg_01529,236.902492,5.594794,,,,,,,,7,20,35,100,0,0,0
neg_01531,271.060176,4.875989,,,,,,,,17,20,85,100,0,0,0
neg_01532,383.888460,13.946992,,,,,,,,10,20,50,100,0,0,0
neg_01533,374.772738,14.578476,,,,,,,,20,20,100,100,0,0,0
neg_01535,135.044069,2.468799,,,,,,,,20,20,100,100,0,0,0
neg_01536,362.050404,5.978342,Guanosine 5'-monophosphate,Guanosine 5'-monophosphate,1A,C10H14N5O8P,C00144,HMDB0001397,135398631,16,20,80,100,0,1,1
neg_01537,377.222687,1.228883,,,,,,,,6,20,30,100,0,0,0
neg_01539,411.075433,4.329967,,,,,,,,14,20,70,100,0,0,0
neg_01540,230.927215,13.945337,,,,,,,,19,20,95,100,0,0,0
neg_01541,177.931177,14.574527,,,,,,,,20,20,100,100,0,0,0
neg_01542,319.026858,5.104634,,,,,,,,2,19,10,95,0,0,0
neg_01544,118.074457,4.736703,,,,,,,,19,20,95,100,0,0,0
neg_01545,342.986901,2.846243,,,,,,,,19,20,95,100,0,0,0
neg_01546,260.879298,14.513833,,,,,,,,20,20,100,100,0,0,0
neg_01548,224.979483,4.031805,,,,,,,,20,20,100,100,0,0,0
neg_01550,204.040490,4.246083,,,,,,,,8,20,40,100,0,0,0
neg_01551,121.943859,4.295278,,,,,,,,12,20,60,100,0,0,0
neg_01552,208.878788,4.305250,,,,,,,,13,18,65,90,0,0,0
neg_01553,100.003890,2.184642,,,,,,,,5,20,25,100,0,0,0
neg_01554,446.123833,5.855956,,,,,,,,12,20,60,100,0,0,0
neg_01555,275.053482,4.421648,,,,,,,,7,20,35,100,0,0,0
neg_01556,125.096940,1.190261,,,,,,,,17,20,85,100,0,0,0
neg_01557,791.737765,13.960166,,,,,,,,3,20,15,100,0,0,0
neg_01559,291.066224,4.282994,,,,,,,,9,20,45,100,0,0,0
neg_01560,96.951833,5.603353,,,,,,,,17,20,85,100,0,0,0
neg_01561,359.890944,13.934703,,,,,,,,13,20,65,100,0,0,0
neg_01563,885.548088,0.974237,,,,,,,,11,20,55,100,0,0,0
neg_01564,378.846986,3.027004,,,,,,,,6,18,30,90,0,0,0
neg_01565,207.989362,4.973164,,,,,,,,19,20,95,100,0,0,0
neg_01566,434.892317,4.320790,,,,,,,,4,15,20,75,0,0,0
neg_01567,320.881966,4.134508,,,,,,,,9,19,45,95,0,0,0
neg_01568,379.014873,2.334933,,,,,,,,20,20,100,100,0,0,0
neg_01570,494.324546,1.281493,,,,,,,,20,20,100,100,0,0,0
neg_01572,114.901510,4.407657,,,,,,,,20,20,100,100,0,0,0
neg_01573,248.956486,3.364574,,,,,,,,20,20,100,100,0,0,0
neg_01574,156.004892,4.630358,,,,,,,,8,20,40,100,0,0,0
neg_01575,300.888301,4.146681,,,,,,,,2,20,10,100,0,0,0
neg_01577,331.947130,5.709868,,,,,,,,16,20,80,100,0,0,0
neg_01578,210.007588,5.641477,,,,,,,,5,20,25,100,0,0,0
neg_01579,298.023390,5.235192,,,,,,,,20,20,100,100,0,0,0
neg_01580,110.898797,4.310214,,,,,,,,12,20,60,100,0,0,0
neg_01581,278.980903,4.799941,,,,,,,,12,20,60,100,0,0,0
neg_01582,243.061761,4.863868,,,,,,,,7,20,35,100,0,0,0
neg_01586,205.071378,4.311388,,,,,,,,2,20,10,100,0,0,0
neg_01587,137.986334,3.431250,,,,,,,,18,20,90,100,0,0,0
neg_01588,166.917392,13.945843,,,,,,,,20,20,100,100,0,0,0
neg_01590,181.086824,1.296535,,,,,,,,3,20,15,100,0,0,0
neg_01591,181.000137,5.920058,,,,,,,,9,20,45,100,0,0,0
neg_01592,358.798932,14.545637,,,,,,,,20,20,100,100,0,0,0
neg_01594,249.087498,3.271645,,,,,,,,10,20,50,100,0,0,0
neg_01595,366.014112,2.475906,,,,,,,,17,20,85,100,0,0,0
neg_01596,188.067501,4.711719,,,,,,,,15,20,75,100,0,0,0
neg_01597,214.971144,4.539563,,,,,,,,11,20,55,100,0,0,0
neg_01598,144.959770,5.721928,,,,,,,,19,20,95,100,0,0,0
neg_01599,137.060595,1.453517,,,,,,,,18,20,90,100,0,0,0
neg_01600,93.001179,1.455109,,,,,,,,2,20,10,100,0,0,0
neg_01601,280.996563,4.501102,,,,,,,,9,20,45,100,0,0,0
neg_01602,308.991579,5.715937,,,,,,,,19,20,95,100,0,0,0
neg_01603,332.859579,4.081540,,,,,,,,4,20,20,100,0,0,0
neg_01606,309.950546,13.934308,,,,,,,,11,20,55,100,0,0,0
neg_01607,257.138907,1.171957,,,,,,,,8,20,40,100,0,0,0
neg_01608,196.124874,4.206968,,,,,,,,18,20,90,100,0,0,0
neg_01609,193.123045,1.101686,,,,,,,,18,20,90,100,0,0,0
neg_01613,116.982619,14.595377,,,,,,,,20,20,100,100,0,0,0
neg_01616,302.065770,2.503777,,,,,,,,17,20,85,100,0,0,0
neg_01617,92.944396,4.301990,,,,,,,,8,18,40,90,0,0,0
neg_01618,132.057928,5.048331,,,,,,,,19,20,95,100,0,0,0
neg_01619,442.866554,4.322048,,,,,,,,5,15,25,75,0,0,0
neg_01620,376.905984,13.941228,,,,,,,,8,20,40,100,0,0,0
neg_01621,184.985418,6.381022,L-2-phosphoglyceric acid;D-(-)-3-Phosphoglyceric acid,L-2-Phosphoglyceric acid|D-(-)-3-Phosphoglyceric acid,1A|1A,C3H7O7P|C3H7O7P,C00631|C00197,HMDB0000362|HMDB0060180,59|724,7,20,35,100,0,1,1
neg_01622,154.087178,2.054755,,,,,,,,15,20,75,100,0,0,0
neg_01623,124.410879,4.938388,,,,,,,,14,20,70,100,0,0,0
neg_01624,177.040228,4.950037,,,,,,,,10,20,50,100,0,0,0
neg_01625,242.043294,3.268015,,,,,,,,14,20,70,100,0,0,0
neg_01627,386.891740,4.047000,,,,,,,,7,17,35,85,0,0,0
neg_01628,238.795783,4.206218,,,,,,,,5,20,25,100,0,0,0
neg_01629,166.996707,13.940288,,,,,,,,4,20,20,100,0,0,0
neg_01631,478.256768,1.182109,,,,,,,,4,20,20,100,0,0,0
neg_01633,283.067965,3.114885,,,,,,,,19,20,95,100,0,0,0
neg_01634,864.715664,13.937279,,,,,,,,3,20,15,100,0,0,0
neg_01636,344.876735,13.689158,,,,,,,,19,20,95,100,0,0,0
neg_01638,265.043746,2.835447,,,,,,,,20,20,100,100,0,0,0
neg_01639,215.128623,2.260609,,,,,,,,18,20,90,100,0,0,0
neg_01640,364.872866,13.803155,,,,,,,,15,20,75,100,0,0,0
neg_01641,330.861489,4.049625,,,,,,,,5,20,25,100,0,0,0
neg_01643,229.011522,5.474726,D-Ribose 5-phosphate;Xylulose 5-phosphate,D-Ribose 5-phosphate|Xylulose 5-phosphate,1A|1A,C5H11O8P|C5H11O8P,C00117|C00231,HMDB0001548|HMDB0000868,439167|439190,20,20,100,100,0,1,1
neg_01644,204.825090,4.335457,,,,,,,,6,19,30,95,0,0,0
neg_01645,90.985544,1.970172,,,,,,,,18,20,90,100,0,0,0
neg_01646,205.921641,4.957608,,,,,,,,7,20,35,100,0,0,0
neg_01647,88.025043,4.923127,,,,,,,,20,20,100,100,0,0,0
neg_01648,244.093436,2.941238,,,,,,,,20,20,100,100,0,0,0
neg_01649,92.911391,4.303517,,,,,,,,9,18,45,90,0,0,0
neg_01650,123.605224,4.936573,,,,,,,,13,20,65,100,0,0,0
neg_01651,143.138990,1.185089,,,,,,,,7,20,35,100,0,0,0
neg_01652,219.004229,4.734849,,,,,,,,20,20,100,100,0,0,0
neg_01653,302.071617,4.639748,,,,,,,,13,20,65,100,0,0,0
neg_01654,359.045230,4.321042,,,,,,,,20,20,100,100,0,0,0
neg_01656,192.987889,5.157945,,,,,,,,9,20,45,100,0,0,0
neg_01658,157.025095,3.320411,(S)-Dihydroorotate,(S)-Dihydroorotate,1A,C5H6N2O4,C00337,HMDB0003349,439216,20,20,100,100,0,1,1
neg_01659,229.025099,4.363576,,,,,,,,12,20,60,100,0,0,0
neg_01660,222.097990,3.610665,,,,,,,,16,20,80,100,0,0,0
neg_01661,199.007575,1.343658,,,,,,,,6,20,30,100,0,0,0
neg_01662,170.964994,4.722943,,,,,,,,20,20,100,100,0,0,0
neg_01664,112.953578,2.363071,,,,,,,,20,20,100,100,0,0,0
neg_01665,88.055489,4.942684,,,,,,,,20,20,100,100,0,0,0
neg_01668,195.044190,3.207514,,,,,,,,20,20,100,100,0,0,0
neg_01669,87.019858,2.127616,,,,,,,,20,20,100,100,0,0,0
neg_01670,207.003551,4.714640,,,,,,,,20,20,100,100,0,0,0
neg_01671,154.965378,6.669947,,,,,,,,20,20,100,100,0,0,0
neg_01674,213.016683,4.726907,,,,,,,,19,20,95,100,0,0,0
neg_01675,98.955744,6.610868,,,,,,,,20,20,100,100,0,0,0
neg_01676,237.870859,7.232884,,,,,,,,4,20,20,100,0,0,0
neg_01678,180.925914,13.934213,,,,,,,,18,20,90,100,0,0,0
neg_01679,202.108248,2.068473,,,,,,,,2,20,10,100,0,0,0
neg_01680,227.947675,13.947540,,,,,,,,17,20,85,100,0,0,0
neg_01681,406.133785,3.302947,,,,,,,,20,20,100,100,0,0,0
neg_01682,122.985120,4.973502,,,,,,,,20,20,100,100,0,0,0
neg_01683,254.862476,14.600531,,,,,,,,20,20,100,100,0,0,0
neg_01684,268.945657,2.735428,,,,,,,,3,17,15,85,0,0,0
neg_01685,158.042585,4.699252,,,,,,,,2,20,10,100,0,0,0
neg_01686,202.012085,4.264347,,,,,,,,20,20,100,100,0,0,0
neg_01687,132.886154,4.333585,,,,,,,,7,17,35,85,0,0,0
neg_01688,179.958213,2.765082,,,,,,,,5,17,25,85,0,0,0
neg_01690,228.944545,5.254119,,,,,,,,20,20,100,100,0,0,0
neg_01692,216.944226,2.393222,,,,,,,,20,20,100,100,0,0,0
neg_01693,188.067371,4.190590,,,,,,,,18,20,90,100,0,0,0
neg_01694,258.048173,4.230218,,,,,,,,5,19,25,95,0,0,0
neg_01696,171.910299,6.522061,,,,,,,,19,20,95,100,0,0,0
neg_01697,124.962999,13.975965,,,,,,,,20,20,100,100,0,0,0
neg_01698,348.875409,4.299932,,,,,,,,6,20,30,100,0,0,0
neg_01699,127.014692,4.313114,,,,,,,,7,20,35,100,0,0,0
neg_01700,253.987050,4.806032,,,,,,,,4,20,20,100,0,0,0
neg_01701,210.982572,4.185045,,,,,,,,20,20,100,100,0,0,0
neg_01702,322.044054,5.542587,5'-CMP,5'-CMP,1A,C9H14N3O8P,C00055,HMDB0000095,53410275,19,20,95,100,0,1,1
neg_01703,159.077233,3.111354,,,,,,,,20,20,100,100,0,0,0
neg_01704,239.076921,4.685697,,,,,,,,14,20,70,100,0,0,0
neg_01705,213.000359,3.411484,,,,,,,,11,20,55,100,0,0,0
neg_01706,406.901645,4.314611,,,,,,,,3,15,15,75,0,0,0
neg_01707,182.988389,13.916753,,,,,,,,20,20,100,100,0,0,0
neg_01710,147.062718,5.303693,,,,,,,,20,20,100,100,0,0,0
neg_01711,442.124205,4.725364,,,,,,,,20,20,100,100,0,0,0
neg_01713,140.872285,4.271138,,,,,,,,2,17,10,85,0,0,0
neg_01714,138.019404,2.365983,,,,,,,,8,20,40,100,0,0,0
neg_01715,137.986409,3.861488,,,,,,,,4,20,20,100,0,0,0
neg_01716,200.941604,14.491983,,,,,,,,20,20,100,100,0,0,0
neg_01717,221.011893,2.646698,,,,,,,,20,20,100,100,0,0,0
neg_01718,175.024466,4.732824,,,,,,,,17,20,85,100,0,0,0
neg_01719,333.110769,1.558567,,,,,,,,4,12,20,60,0,0,0
neg_01720,146.058651,5.035901,,,,,,,,16,20,80,100,0,0,0
neg_01722,148.071678,4.745034,,,,,,,,2,15,10,75,0,0,0
neg_01723,197.005419,2.977642,,,,,,,,10,20,50,100,0,0,0
neg_01724,301.931390,4.320331,,,,,,,,3,14,15,70,0,0,0
neg_01725,429.123914,4.319624,,,,,,,,3,20,15,100,0,0,0
neg_01726,283.077807,3.664772,,,,,,,,20,20,100,100,0,0,0
neg_01729,485.171414,1.531885,,,,,,,,6,20,30,100,0,0,0
neg_01730,392.942189,5.719854,,,,,,,,20,20,100,100,0,0,0
neg_01731,144.954263,14.569959,,,,,,,,20,20,100,100,0,0,0
neg_01733,140.939444,14.496300,,,,,,,,20,20,100,100,0,0,0
neg_01734,346.071499,4.334180,,,,,,,,19,20,95,100,0,0,0
neg_01735,135.045009,1.381955,Phenylacetic acid,Phenylacetic acid,1A,C8H8O2,C07086,HMDB0000209,999,6,20,30,100,0,1,1
neg_01736,499.148974,5.546567,,,,,,,,15,20,75,100,0,0,0
neg_01740,74.940026,4.305636,,,,,,,,9,20,45,100,0,0,0
neg_01741,156.951788,14.516294,,,,,,,,20,20,100,100,0,0,0
neg_01742,347.025041,3.653387,,,,,,,,12,20,60,100,0,0,0
neg_01745,134.923406,4.138943,,,,,,,,17,20,85,100,0,0,0
neg_01746,372.892727,13.992949,,,,,,,,20,20,100,100,0,0,0
neg_01747,130.943938,2.034374,,,,,,,,13,20,65,100,0,0,0
neg_01748,155.975719,4.738846,,,,,,,,13,18,65,90,0,0,0
neg_01749,220.082380,4.322871,,,,,,,,11,20,55,100,0,0,0
neg_01751,276.074520,5.083964,,,,,,,,7,20,35,100,0,0,0
neg_01752,508.847468,13.939097,,,,,,,,6,20,30,100,0,0,0
neg_01753,209.059742,2.503029,,,,,,,,7,16,35,80,0,0,0
neg_01755,196.028221,3.481143,,,,,,,,19,20,95,100,0,0,0
neg_01756,399.883265,13.967206,,,,,,,,6,20,30,100,0,0,0
neg_01758,242.960832,4.334043,,,,,,,,3,12,15,60,0,0,0
neg_01760,613.297139,13.965535,,,,,,,,2,20,10,100,0,0,0
neg_01761,146.996902,5.196304,,,,,,,,20,20,100,100,0,0,0
neg_01762,490.048973,4.338162,,,,,,,,6,20,30,100,0,0,0
neg_01763,171.019742,4.310788,,,,,,,,2,20,10,100,0,0,0
neg_01764,256.049436,4.305468,,,,,,,,17,20,85,100,0,0,0
neg_01765,244.986691,5.014417,,,,,,,,2,20,10,100,0,0,0
neg_01766,234.871845,7.247128,,,,,,,,20,20,100,100,0,0,0
neg_01767,160.861060,4.315298,,,,,,,,5,18,25,90,0,0,0
neg_01770,163.896203,3.947277,,,,,,,,4,15,20,75,0,0,0
neg_01771,189.076674,3.319902,,,,,,,,15,20,75,100,0,0,0
neg_01772,574.818567,13.942091,,,,,,,,3,20,15,100,0,0,0
neg_01773,182.004426,13.976723,,,,,,,,19,20,95,100,0,0,0
neg_01774,328.043179,2.712983,"Adenosine 3',5'-cyclic monophosphate","Adenosine 3',5'-cyclic monophosphate",1A,C10H12N5O6P,C00575,HMDB0000058,7059571,13,20,65,100,0,1,1
neg_01775,373.074386,5.585441,,,,,,,,2,20,10,100,0,0,0
neg_01776,142.050716,4.325781,,,,,,,,2,20,10,100,0,0,0
neg_01777,146.114572,4.205225,,,,,,,,18,20,90,100,0,0,0
neg_01778,184.986875,2.601980,,,,,,,,2,9,10,45,0,0,0
neg_01779,194.048877,2.437520,,,,,,,,18,20,90,100,0,0,0
neg_01780,168.948478,2.218911,,,,,,,,12,20,60,100,0,0,0
neg_01782,157.011396,5.871213,,,,,,,,8,20,40,100,0,0,0
neg_01783,240.949577,13.945072,,,,,,,,20,20,100,100,0,0,0
neg_01784,409.145038,5.592666,,,,,,,,2,19,10,95,0,0,0
neg_01785,416.898690,13.952416,,,,,,,,3,20,15,100,0,0,0
neg_01787,294.825069,14.580067,,,,,,,,20,20,100,100,0,0,0
neg_01788,158.934300,6.610223,,,,,,,,20,20,100,100,0,0,0
neg_01789,238.038856,2.146212,,,,,,,,2,20,10,100,0,0,0
neg_01790,89.080391,2.583563,,,,,,,,14,20,70,100,0,0,0
neg_01791,521.032416,4.944043,,,,,,,,17,20,85,100,0,0,0
neg_01793,358.135118,4.714055,,,,,,,,14,17,70,85,0,0,0
neg_01794,390.885094,4.314294,,,,,,,,5,16,25,80,0,0,0
neg_01795,493.212062,4.039335,,,,,,,,3,19,15,95,0,0,0
neg_01796,299.874655,3.018401,,,,,,,,9,19,45,95,0,0,0
neg_01798,307.114299,5.340356,,,,,,,,20,20,100,100,0,0,0
neg_01800,167.979212,2.290418,,,,,,,,10,20,50,100,0,0,0
neg_01802,189.012634,5.387879,,,,,,,,9,20,45,100,0,0,0
neg_01803,122.063893,4.677635,,,,,,,,2,19,10,95,0,0,0
neg_01806,76.958843,4.222311,,,,,,,,16,20,80,100,0,0,0
neg_01807,288.035746,4.865828,,,,,,,,13,20,65,100,0,0,0
neg_01809,176.056154,4.272287,,,,,,,,19,20,95,100,0,0,0
neg_01810,159.010229,5.723803,,,,,,,,20,20,100,100,0,0,0
neg_01812,228.828283,2.991763,,,,,,,,16,20,80,100,0,0,0
neg_01814,165.978802,2.418047,,,,,,,,11,20,55,100,0,0,0
neg_01818,196.061739,4.339633,,,,,,,,4,20,20,100,0,0,0
neg_01819,241.094010,3.797494,,,,,,,,20,20,100,100,0,0,0
neg_01821,299.968215,4.956647,,,,,,,,2,19,10,95,0,0,0
neg_01823,140.917172,5.582588,,,,,,,,11,20,55,100,0,0,0
neg_01825,217.021266,3.028646,,,,,,,,2,19,10,95,0,0,0
neg_01829,162.893233,7.223805,,,,,,,,20,20,100,100,0,0,0
neg_01830,130.868228,4.313775,,,,,,,,9,19,45,95,0,0,0
neg_01831,216.909027,6.607383,,,,,,,,20,20,100,100,0,0,0
neg_01832,216.087264,4.216936,,,,,,,,13,20,65,100,0,0,0
neg_01833,227.045775,4.233709,,,,,,,,3,13,15,65,0,0,0
neg_01834,477.216960,3.428175,,,,,,,,20,20,100,100,0,0,0
neg_01835,270.919765,13.950141,,,,,,,,14,20,70,100,0,0,0
neg_01838,145.098068,10.082478,,,,,,,,18,20,90,100,0,0,0
neg_01839,414.875120,4.332950,,,,,,,,3,11,15,55,0,0,0
neg_01840,489.852521,13.930693,,,,,,,,6,20,30,100,0,0,0
neg_01841,259.021950,5.659512,Alpha-D-Galactose 1-phosphate;D-Mannose 6-phosphate;D-Fructose 6-Phosphate;Alpha-D-Glucose 1-phosphate,Alpha-D-Galactose 1-phosphate|D-Mannose 6-phosphate|D-Fructose 6-phosphate|Alpha-D-Glucose 1-phosphate,1A|1A|1A|1A,C6H13O9P|C6H13O9P|C6H13O9P|C6H13O9P,C00446|C00275|C00085|C00103,HMDB0000645|HMDB0001078|HMDB0000124|HMDB0001586,123912|65127|69507|65533,17,20,85,100,0,1,1
neg_01842,125.899820,4.682248,,,,,,,,18,20,90,100,0,0,0
neg_01843,329.885239,3.036277,,,,,,,,16,20,80,100,0,0,0
neg_01844,294.992829,4.266047,,,,,,,,19,20,95,100,0,0,0
neg_01845,474.841880,4.334775,,,,,,,,4,10,20,50,0,0,0
neg_01846,217.835473,2.964819,,,,,,,,20,20,100,100,0,0,0
neg_01848,327.905978,3.010838,,,,,,,,9,20,45,100,0,0,0
neg_01849,119.047759,4.739286,,,,,,,,19,20,95,100,0,0,0
neg_01850,97.004166,4.508766,,,,,,,,18,20,90,100,0,0,0
neg_01851,334.782349,13.965732,,,,,,,,3,20,15,100,0,0,0
neg_01852,215.055717,4.219439,,,,,,,,2,20,10,100,0,0,0
neg_01853,216.014315,5.067468,,,,,,,,19,20,95,100,0,0,0
neg_01854,132.946086,4.294333,,,,,,,,10,18,50,90,0,0,0
neg_01856,172.061336,2.680246,,,,,,,,18,20,90,100,0,0,0
neg_01858,96.045326,1.455181,,,,,,,,6,20,30,100,0,0,0
neg_01862,213.994478,5.307158,,,,,,,,16,20,80,100,0,0,0
neg_01863,127.051053,2.009027,,,,,,,,17,20,85,100,0,0,0
neg_01864,201.113032,4.317478,,,,,,,,2,20,10,100,0,0,0
neg_01869,218.012512,4.646020,,,,,,,,18,20,90,100,0,0,0
neg_01873,275.996888,5.319421,,,,,,,,9,20,45,100,0,0,0
neg_01874,179.997012,2.294818,,,,,,,,3,20,15,100,0,0,0
neg_01877,180.013453,2.533908,,,,,,,,16,20,80,100,0,0,0
neg_01878,138.998659,13.937603,,,,,,,,4,20,20,100,0,0,0
neg_01880,205.960112,5.061174,,,,,,,,20,20,100,100,0,0,0
neg_01881,389.157691,13.861941,,,,,,,,20,20,100,100,0,0,0
neg_01882,184.858337,4.286268,,,,,,,,3,20,15,100,0,0,0
neg_01885,158.118332,3.149964,,,,,,,,20,20,100,100,0,0,0
neg_01886,162.985042,4.129132,,,,,,,,15,20,75,100,0,0,0
neg_01888,439.875004,4.322876,,,,,,,,2,13,10,65,0,0,0
neg_01889,310.877220,14.283163,,,,,,,,20,20,100,100,0,0,0
neg_01891,182.046008,4.645198,,,,,,,,17,20,85,100,0,0,0
neg_01892,161.055783,3.276977,,,,,,,,4,20,20,100,0,0,0
neg_01893,116.001992,4.269036,,,,,,,,17,20,85,100,0,0,0
neg_01894,218.930921,1.513515,,,,,,,,6,20,30,100,0,0,0
neg_01895,169.958418,3.094382,,,,,,,,12,20,60,100,0,0,0
neg_01896,168.029527,4.995156,,,,,,,,20,20,100,100,0,0,0
neg_01898,202.828062,4.334537,,,,,,,,3,17,15,85,0,0,0
neg_01899,305.029054,3.439748,,,,,,,,20,20,100,100,0,0,0
neg_01900,196.935242,13.862045,,,,,,,,20,20,100,100,0,0,0
neg_01901,272.794548,4.341903,,,,,,,,2,18,10,90,0,0,0
neg_01904,173.117970,2.050438,,,,,,,,6,20,30,100,0,0,0
neg_01905,306.569994,6.358744,,,,,,,,3,20,15,100,0,0,0
neg_01907,315.033275,2.956281,,,,,,,,15,19,75,95,0,0,0
neg_01908,108.020116,3.369837,,,,,,,,20,20,100,100,0,0,0
neg_01909,108.012361,4.999036,Hypotaurine,Hypotaurine,1A,C2H7NO2S,C00519,HMDB0000965,107812,20,20,100,100,0,1,1
neg_01911,299.139392,1.546364,,,,,,,,2,6,10,30,0,0,0
neg_01913,83.036255,2.786960,,,,,,,,8,18,40,90,0,0,0
neg_01914,94.907862,4.312060,,,,,,,,4,17,20,85,0,0,0
neg_01917,128.980398,13.957864,,,,,,,,12,20,60,100,0,0,0
neg_01918,203.067068,3.183013,,,,,,,,20,20,100,100,0,0,0
neg_01919,149.978221,13.970414,,,,,,,,15,20,75,100,0,0,0
neg_01920,513.197426,4.720459,,,,,,,,20,20,100,100,0,0,0
neg_01921,165.894105,3.950557,,,,,,,,4,16,20,80,0,0,0
neg_01922,294.809823,13.939648,,,,,,,,8,20,40,100,0,0,0
neg_01924,384.890961,4.045621,,,,,,,,3,15,15,75,0,0,0
neg_01925,160.097643,3.152678,,,,,,,,20,20,100,100,0,0,0
neg_01926,173.986124,4.697992,,,,,,,,18,20,90,100,0,0,0
neg_01929,158.943765,5.762964,,,,,,,,17,20,85,100,0,0,0
neg_01931,168.980980,6.270821,,,,,,,,20,20,100,100,0,0,0
neg_01932,430.834795,4.333222,,,,,,,,2,9,10,45,0,0,0
neg_01933,355.918319,4.296901,,,,,,,,3,12,15,60,0,0,0
neg_01935,182.056891,3.258581,,,,,,,,5,20,25,100,0,0,0
neg_01936,310.077442,4.714017,,,,,,,,20,20,100,100,0,0,0
neg_01937,81.990914,13.942402,,,,,,,,3,20,15,100,0,0,0
neg_01938,345.022274,3.464878,,,,,,,,15,20,75,100,0,0,0
neg_01940,209.975674,6.472046,,,,,,,,20,20,100,100,0,0,0
neg_01941,206.970773,5.350118,,,,,,,,2,20,10,100,0,0,0
neg_01943,133.027108,5.046855,,,,,,,,12,20,60,100,0,0,0
neg_01944,203.055880,2.376550,,,,,,,,18,20,90,100,0,0,0
neg_01945,268.070481,3.261083,,,,,,,,6,20,30,100,0,0,0
neg_01946,306.939542,5.914750,,,,,,,,19,20,95,100,0,0,0
neg_01948,122.024552,4.342158,,,,,,,,3,20,15,100,0,0,0
neg_01949,301.049596,1.549698,,,,,,,,14,20,70,100,0,0,0
neg_01950,197.975107,4.968043,,,,,,,,11,20,55,100,0,0,0
neg_01953,412.885255,13.935015,,,,,,,,13,20,65,100,0,0,0
neg_01954,140.071459,1.350573,,,,,,,,3,20,15,100,0,0,0
neg_01956,294.069107,4.725175,,,,,,,,10,20,50,100,0,0,0
neg_01958,224.961799,4.589013,,,,,,,,7,16,35,80,0,0,0
neg_01959,254.981325,5.916673,,,,,,,,20,20,100,100,0,0,0
neg_01961,184.929174,14.574407,,,,,,,,20,20,100,100,0,0,0
neg_01962,373.053299,3.276246,,,,,,,,2,9,10,45,0,0,0
neg_01963,191.013261,3.441743,,,,,,,,4,9,20,45,0,0,0
neg_01964,120.066406,5.264347,,,,,,,,18,20,90,100,0,0,0
neg_01965,152.926836,5.609089,,,,,,,,19,20,95,100,0,0,0
neg_01966,404.104008,5.308461,,,,,,,,18,20,90,100,0,0,0
neg_01967,258.047078,5.595791,,,,,,,,12,20,60,100,0,0,0
neg_01968,215.003385,1.996216,,,,,,,,4,20,20,100,0,0,0
neg_01969,158.045589,3.259950,,,,,,,,20,20,100,100,0,0,0
neg_01970,434.842564,13.907773,,,,,,,,14,20,70,100,0,0,0
neg_01971,390.019512,4.496132,,,,,,,,14,20,70,100,0,0,0
neg_01972,207.030189,4.250408,,,,,,,,2,20,10,100,0,0,0
neg_01973,98.948538,4.253797,,,,,,,,15,20,75,100,0,0,0
neg_01975,196.010939,3.417427,,,,,,,,20,20,100,100,0,0,0
neg_01976,132.012251,2.202148,,,,,,,,20,20,100,100,0,0,0
neg_01978,152.980360,5.223845,,,,,,,,15,20,75,100,0,0,0
neg_01979,145.029555,5.035813,,,,,,,,5,20,25,100,0,0,0
neg_01980,298.069303,4.357377,,,,,,,,19,20,95,100,0,0,0
neg_01983,216.915457,14.568010,,,,,,,,20,20,100,100,0,0,0
neg_01985,308.955086,3.702858,,,,,,,,20,20,100,100,0,0,0
neg_01987,156.029987,5.052038,,,,,,,,20,20,100,100,0,0,0
neg_01989,300.084783,4.726247,,,,,,,,20,20,100,100,0,0,0
neg_01991,277.093342,5.568493,,,,,,,,12,20,60,100,0,0,0
neg_01995,98.984807,4.233634,,,,,,,,15,20,75,100,0,0,0
neg_01997,351.071072,3.379946,,,,,,,,5,9,25,45,0,0,0
neg_01998,284.925006,2.997005,,,,,,,,12,19,60,95,0,0,0
